authorName,tweetCreatedAt,tweetText
Commodities Trips,2019-01-31 23:42:45,RT @elliottwaves: All 78 instruments 4 hour charts are updated for members viewing https://t.co/x2kmaKA6Ui    #Indices #Stocks #ETF's #Comm…
ElliottWaves,2019-01-31 23:42:10,All 78 instruments 4 hour charts are updated for members viewing https://t.co/x2kmaKA6Ui    #Indices #Stocks #ETF's… https://t.co/7XkwXTzQXP
ElliottWaves,2019-01-31 23:41:11,Group 3 #Stocks &amp; #ETF's   1 hour charts are updated  for members viewing #ElliottWave #BTC #AAPL #XOM #BAC #AMZN… https://t.co/nJIloDWu9z
Fred Jones-West,2019-01-31 23:07:23,Five of the Best Email Apps on iOS https://t.co/7zQxO6xvn6 #AAPL
MarketBeat,2019-01-31 22:51:32,Facebook says Apple its restoring key developer tool $AAPL #AAPL #Technology #Socialmedia #Onlinemedia https://t.co/Olc0kulwoU
MarketBeat,2019-01-31 22:51:29,Facebook says Apple its restoring key developer tool $AAPL #AAPL #Technology #Socialmedia #Onlinemedia https://t.co/c9LiGaJuqh
Precision Capital Investments Group,2019-01-31 22:46:56,had a nice run beat er - #AAPL chart https://t.co/y3CJNrWEy5
David Garrity,2019-01-31 22:27:23,"@matthewmalia Read this: ""#AAPL responded by cutting off 
#FB’s access to apps &amp; updates that it was working on int… https://t.co/WHM9lAScPp"
Daniel Vassallo,2019-01-31 22:09:23,"#AMZN posts a $10B profit for 2018 and a 4.3% net margin on $232B sales. To reach #AAPL's valuation of 13.5 P/E,… https://t.co/feb1T9CIKB"
Apple Stock Bot,2019-01-31 22:00:58,"Apple Inc price at close, 2019-01-31, is 166.44. #apple #AAPL"
Eric Homan,2019-01-31 22:00:53,Did ok on #AAPL #Straddle but had Puts as well as chalk that up to a learning moment to leg into the contracts next… https://t.co/eMpq64TAyg
Fred Jones-West,2019-01-31 21:47:33,Apple Shuts Down All of Google's Internal Apps for Abusing Enterprise Certificate https://t.co/vi1Duxfi5V #AAPL
Rob Aitken,2019-01-31 21:38:49,The demise of #AAPL has been greatly exaggerated. #timestamp https://t.co/Y3YgxOFyyk
Fred Jones-West,2019-01-31 21:07:04,Questionable Rumor Suggests iOS 13 Will Drop Compatibility for iPhone 5s Through iPhone 6s https://t.co/5psBojJ0Zk #AAPL
Cydonia Capital Management,2019-01-31 20:54:51,RT @andreascseh: How can a mediocre to cheap crap #Apple be even worth $1.00 billion? #AAPL @stevekovach https://t.co/cXvsznG2K2
Caesar Flickerman,2019-01-31 20:53:42,RT @andreascseh: How can a mediocre to cheap crap #Apple be even worth $1.00 billion? #AAPL @stevekovach https://t.co/cXvsznG2K2
Andreas Cseh,2019-01-31 20:53:14,How can a mediocre to cheap crap #Apple be even worth $1.00 billion? #AAPL @stevekovach https://t.co/cXvsznG2K2
Jason Dotson,2019-01-31 20:22:58,"RT @BrodmannOTC: $BEMG Shes ready. L2 looks prime, hits coming in. Something big must be coming. 

#Options #Stocks #Money #FOMC #Puts #Cal…"
Opticonica,2019-01-31 20:22:12,"RT @BrodmannOTC: $BEMG Shes ready. L2 looks prime, hits coming in. Something big must be coming. 

#Options #Stocks #Money #FOMC #Puts #Cal…"
Invenit History,2019-01-31 20:17:18,"RT @eToro: Strong #Earnings are lifting markets. 

Giant companies, such as #IBM and $PG, both #DJ30 components, had a positive impact on t…"
Real-Time Trading Ideas,2019-01-31 20:15:06,"I have a Sell Signal on Tesla $TSLA heading into Power Hour.

For a chart &amp; explanation, please visit… https://t.co/fA7nw2gosf"
Fred Jones-West,2019-01-31 20:02:56,One Drop Glucose Monitor Gains Personal Diabetes Assistant and Health Records Integration https://t.co/p30f0YEYbB #AAPL
AppleWand,2019-01-31 19:22:24,RT @MarketBeatNews: From corn to Apple: The cases behind the US-China standoff $AAPL #AAPL #Computerhardwaremanufacturing #Informationtechn…
MarketBeat,2019-01-31 19:22:03,From corn to Apple: The cases behind the US-China standoff $AAPL #AAPL #Computerhardwaremanufacturing… https://t.co/F4SlkH3BMb
MarketBeat,2019-01-31 19:22:00,From corn to Apple: The cases behind the US-China standoff $AAPL #AAPL #Computerhardwaremanufacturing… https://t.co/9J6InvD785
Diogo Q Andrade,2019-01-31 19:13:21,"RT @JOVRNALISM: Apple plans 3D cameras for augmented reality in 2020 iPhone
https://t.co/Fjvt9MCxAM

#JOVRNALISM
#AR #ARind #ARtech
#journa…"
Fred Jones-West,2019-01-31 19:12:06,Apple's iOS 12.1.4 Update to Fix FaceTime Eavesdropping Bug Showing Up in Analytics https://t.co/zPnrkgHU0e #AAPL
Fred Jones-West,2019-01-31 18:57:27,'Divinity: Original Sin 2 - Definitive Edition' Now Available on Mac https://t.co/u3zFq5T32N #AAPL
JOVRNALISM by Saleem Khan,2019-01-31 18:54:05,"Apple plans 3D cameras for augmented reality in 2020 iPhone
https://t.co/Fjvt9MCxAM

#JOVRNALISM
#AR #ARind #ARtech… https://t.co/PfCoU6QRau"
Fred Jones-West,2019-01-31 18:42:05,Qualcomm Demands German Court Fine Apple for Continuing to Sell iPhones After Ban https://t.co/Sye12FHyrg #AAPL
Fred Jones-West,2019-01-31 18:07:49,Puma Debuts $330 iPhone-Connected Self-Lacing Sneakers to Compete With Nike https://t.co/t23onOWSwW #AAPL
Fred Jones-West,2019-01-31 17:33:07,Canadian Law Firm Applies for Class Action Lawsuit Over FaceTime Bug https://t.co/DZ6OL9FUOg #AAPL
John Taylor,2019-01-31 17:15:37,"Dow Jones posed for a 50%-60% crash soon? Crash by Feb 19 2019? 
https://t.co/RLYK6Fifkw … … … … … … … …… https://t.co/3rEldGE9Qm"
CryptHawk,2019-01-31 16:58:14,"$AAPL - BATS - #NASDAQ

Keep that long going from $150, target is still the same 0.382 at $177-$178 and a potential… https://t.co/9KwEQ0Py0s"
Fred Jones-West,2019-01-31 16:47:27,Apple Shipped 14.5M iPads in Holiday Quarter According to Strategy Analytics https://t.co/OqTUZ0xMTm #AAPL
Zack Carpinello,2019-01-31 16:34:55,RT @RealZackClayton: We will be able to take 3D pictures on Apple devices very soon #AAPL #Apple #Iphone #Market #Tech
Mashable Middle East,2019-01-31 16:30:14,"#Apple plans to launch iPhones with a more powerful, #laser-based #3D #camera as soon as 2020. #AAPL… https://t.co/NCLgriTRj8"
ZMark,2019-01-31 16:29:25,"RT @AmenityNLP: .@Apple (#AAPL) released a detailed update in its negative pre-announcement in early January, and that has been followed by…"
Wolf,2019-01-31 16:23:51,Stopped right at the gap - #AAPL chart https://t.co/MGDhRdKLVf
Fred Jones-West,2019-01-31 16:22:40,iPhone SE Makes Third Appearance on Apple's Clearance Store at $249—Act Fast https://t.co/WDmuIPUozr #AAPL
CryptoVirgil,2019-01-31 16:13:52,Imagine not getting on on $AAPL/#AAPL for a 10% gain through our algorithm. Works just as well on Legacy markets as… https://t.co/lQ1OyxRcw5
Meghdad,2019-01-31 15:46:55,"#aapl barely has any red candle on 5 min chart wow
#tsla short seller are quiting nice
#amd too risky but it could go higher or lower"
Meghdad,2019-01-31 15:44:38,Sold my #aapl #amd calls for this week early :( but got already next week calls for #tsla and #aapl
Fred Jones-West,2019-01-31 15:37:23,"Criterion Collection Launching $11/Month Streaming Service in April, Coming to tvOS and iOS https://t.co/zLYQ9qf6Oj #AAPL"
nete bab,2019-01-31 15:32:05,"FED,2018 December and 2019 January..
@CNN @cnnbrk @FoxNews @NBCNews @CBSNews @ABC @business @latimes @MSNBC… https://t.co/0ln58OOPYf"
Fred Jones-West,2019-01-31 15:08:19,FuboTV Rolls Out Apple TV App Integration https://t.co/zQI45wCKGD #AAPL
Amenity Analytics,2019-01-31 14:58:15,".@Apple (#AAPL) released a detailed update in its negative pre-announcement in early January, and that has been fol… https://t.co/Eo1HeaSjVY"
Fred Jones-West,2019-01-31 14:57:43,"Hulu's New 'Pause Ad' Experience Coming Q2 2019, Will Not Play Audio/Video Every Time You Pause https://t.co/Kwrzl0PHYx #AAPL"
HotHardware,2019-01-31 14:53:57,"#Apple #Cripples #Facebook Dev Ops In Policy Violation #PowerPlay, Who's Next? https://t.co/y5U8JBWCVs via @HotHardware #AAPL #FB #ItsON"
WarmaneTrade,2019-01-31 14:45:57,#AAPL #APPLE #AAPLUSD BATS H4 #TRADING TARGET https://t.co/56vCodWooJ
Zack Clayton,2019-01-31 14:43:31,We will be able to take 3D pictures on Apple devices very soon #AAPL #Apple #Iphone #Market #Tech
Zack Carpinello,2019-01-31 14:41:46,We will be able to take 3D pictures on Apple devices very soon #AAPL #Apple #Iphone #Market #Tech
Fred Jones-West,2019-01-31 14:37:20,"UltraViolet Digital Movie Locker Service Will Close on July 31, 2019 https://t.co/DEr4i5Tiy7 #AAPL"
Brodmann,2019-01-31 14:37:18,"$LTNC Nice hits coming in on a .0001 lotto! 

#Options #Stocks #Money #FOMC #Puts #Calls #AAPL #SPY $CGC $APHA $ACB… https://t.co/6tDqqH5H95"
Fred Jones-West,2019-01-31 14:27:21,Intel Names Robert Swan CEO Following Reports That Apple's Johny Srouji Was a Candidate https://t.co/TqYGveFAuP #AAPL
Fred Jones-West,2019-01-31 14:08:31,Compal Expected to Assemble iPad Mini 5 Launching 'Later in 2019' https://t.co/c08eHZmiJ2 #AAPL
MarketBeat,2019-01-31 14:04:44,KeyCorp Lowers Apple Q4 2019 Earnings Estimates to $2.65 EPS (Previously $2.99). https://t.co/CTilsdibRG $AAPL #AAPL
I Know First,2019-01-31 14:03:34,"Apple Stock Forecast: Why Apple Will Release A New Mac Mini This Year
Read the Full Article Here:… https://t.co/PkW3d0ZGpc"
Jonny Oates ⭐️⭐️⭐️,2019-01-31 13:58:42,"RT @LpassesS: Re the DOW... 

$NYSE $NASDAQ #GE #AAPL #AMZN"
Jonny Oates ⭐️⭐️⭐️,2019-01-31 13:57:55,"RT @LpassesS: Re the DOW... 

$NYSE $NASDAQ #GE #AAPL #AMZN"
MarketBeat,2019-01-31 13:45:40,Oppenheimer Lowers Apple Q2 2019 Earnings Estimates to $2.38 EPS (Previously $2.57). https://t.co/9cpppSAxjT $AAPL #AAPL
MarketBeat,2019-01-31 13:45:22,Wedbush Lowers Apple Q3 2019 Earnings Estimates to $2.19 EPS (Previously $2.38). https://t.co/JtUQZCMZ9K $AAPL #AAPL
MarketBeat,2019-01-31 13:45:18,Piper Jaffray Companies Lowers Apple Q3 2019 Earnings Estimates to $2.32 EPS (Previously $2.51). https://t.co/1rA4Qtqa3j $AAPL #AAPL
Ron Giese,2019-01-31 13:29:48,#RT #ThursdayThoughts #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #LetsGoOilers… https://t.co/tWylJKVDyx
Ron Giese,2019-01-31 13:29:29,#RT #ThursdayThoughts #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL iDrop N… https://t.co/cUkqVwrQBH
Ron Giese,2019-01-31 13:29:06,#RT #ThursdayThoughts #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL… https://t.co/SP59WINNoi
SLpassesEntry,2019-01-31 13:18:33,"Re the DOW... 

$NYSE $NASDAQ #GE #AAPL #AMZN"
Elliott Wave Daud,2019-01-31 12:44:34,https://t.co/xX2d3cwi7H &gt; Access regularly updated charts and #Trading setups in various #Stocks and #ETFs with a F… https://t.co/k43cqZYNig
Elliottwave Forecast,2019-01-31 12:44:31,https://t.co/EDB2qBHUDG &gt; Access regularly updated charts and #Trading setups in various #Stocks and #ETFs with a F… https://t.co/glTzrP6frl
Pruthvi Raj,2019-01-31 12:17:46,"#Future #generations #suffering with #infectious #diseases.
#save #children and #protect them from #harmful… https://t.co/ZDuvIR83Z8"
prahlad401,2019-01-31 12:11:46,RT @JamesOw13462681: Apple has a no phone no services policy! Someone alert the FTC! #ftc #ftcqcom #qcom #fb #v #msft #qualcomm #AAPL #tsla
Fred Jones-West,2019-01-31 11:37:29,'Rome: Total War' iOS Update Brings New Playable Factions and Game Features https://t.co/Qx9HRI2UWU #AAPL
Juice,2019-01-31 11:37:22,"You break it down to different channelss.

The Board of Directore past/present gave us cancer. Add that movie scrip… https://t.co/xhQuVHeSnH"
David Garrity,2019-01-31 11:30:09,"@ClaudLupos Let’s see how well $FB deals with prospect of being shut out of $AAPL AppStore. It’s #AAPL’s world, #FB… https://t.co/RXQRMubioC"
Dennis,2019-01-31 11:07:44,just one month later! #apple #AAPL #stockstowatch #stocks #trade #trading #Trader #tradingiseasy https://t.co/Lz2UYtc56F
Fred Jones-West,2019-01-31 10:47:13,Nintendo Delays Launch of 'Mario Kart Tour' Mobile Game Until Summer https://t.co/WHC42qYT8X #AAPL
Wild Goose,2019-01-31 10:30:41,@DavidBCollum The ‘U’ in ‘USB’ obviously standing for ‘Unusable by people idiot enough to continue to be ripped off… https://t.co/Ba5ZFC0Ahu
Live Trading News,2019-01-31 10:25:03,"The Street’s Key #Stock Analysts Research Reports: $#FOLD, $#AAPL, $#CCL, $#CEIN, $#CXO, $… https://t.co/lGLWSAYbWD"
FJ,2019-01-31 08:16:31,Warning again- China slow down is chronic this time &amp; any limited trade deal along w/ stimulus frm the Chinese govt… https://t.co/TqN7Xfy5VJ
Derrick Price,2019-01-31 07:37:50,@GS_CapSF You see the huge gap up in #AAPL yesterday? I had to close out my options early because they had already… https://t.co/hTNwDkIGxS
Aman Kabir,2019-01-31 07:04:20,"RT @AmanKabirMPS: Dow Jones: on the way down, look for strong support/resistance levels at 24,717, 20,410, and 17,747:
https://t.co/oxaCH5o…"
stckmkts,2019-01-31 06:03:50,#APPLE MONTHLY HAMMER AT MULTI YEAR TREND SUPPORT #FED #NASDAQ - #AAPL chart https://t.co/ArdVFV5Ntt
The Art of Chart,2019-01-31 06:03:19,RT @stannabozny: The Big Five FAANG Stock and Sector Service is now posted for Wednesday https://t.co/bihMz399my…
Boss,2019-01-31 05:58:09,Claimed 50 MA - #AAPL chart https://t.co/6t7F0B0ouD
Ol_crow,2019-01-31 03:41:01,"RT @BrodmannOTC: $BEMG Shes ready. L2 looks prime, hits coming in. Something big must be coming. 

#Options #Stocks #Money #FOMC #Puts #Cal…"
Stan N,2019-01-31 03:07:21,The Big Five FAANG Stock and Sector Service is now posted for Wednesday https://t.co/bihMz399my… https://t.co/RHY0bIfqD8
Rob Smith,2019-01-31 03:04:17,I could definitely see #AAPL doing a Prime-style #rundle.  It would make total sense for Apple’s future growth. https://t.co/C6QnciujGT
Michael Alonza Prentice Ware,2019-01-31 02:56:34,"Good day 😊 
#OptionsTrading #Stocks #AAPL $SPY https://t.co/ShYAwg7hb1"
Trading Signal,2019-01-31 02:37:45,"Signals : $AAPL (Daily)
#AAPL #apple #tradingsignal #balance https://t.co/9KtJHsrnF6"
FirstToMarkets,2019-01-31 02:16:25,Apple Inc  Reiterated Rating by UBS (Ranked 6th) to Buy with $185PT $AAPL #AAPL https://t.co/DWfFaFU7hD
FirstToMarkets,2019-01-31 02:16:22,Apple Inc  Reiterated Rating by Bank of America (Ranked 45th) to Neutral with $180PT $AAPL #AAPL https://t.co/DWfFaFU7hD
SWIFT Unlock SWIFTUNLOCK.COM |#1 USA Direct Source,2019-01-31 02:15:16,"Check January 30, 2019 at 09:15PM, Still Looking for #ALPHA ? Make $10 in BitCoin https://t.co/XIwmJpZSAB #roku… https://t.co/oKbnHljeU8"
